step,size,zdd,time
1193,193,787,8.607
1194,192,829,8.684
1195,192,845,8.978
1196,193,789,8.941
1197,199,721,8.238
1198,214,711,7.67
1199,234,747,14.689
1200,249,782,9.277
1201,255,802,10.177
1202,256,818,9.855
1203,255,841,9.737
1204,249,860,9.98
1205,234,864,10.37
1206,214,856,10.201
1207,199,845,9.387
1208,193,830,8.947
1209,193,807,8.521
1210,199,814,8.623
1211,216,891,9.149
1212,249,1027,10.085
1213,302,1175,12.203
1214,376,1348,14.995
1215,464,1596,18.714
1216,555,1894,22.293
1217,647,2214,27.136
1218,746,2566,31.533
1219,846,2928,36.959
1220,929,3261,42.183
1221,992,3544,46.463
1222,1051,3796,50.742
1223,1115,4051,55.005
1224,1177,4307,60.897
1225,1230,4577,66.701
1226,1277,4848,71.826
1227,1330,5129,76.992
1228,1399,5443,83.071
1229,1473,5796,89.01
1230,1527,6130,95.983
1231,1557,6377,99.862
1232,1585,6574,101.72
1233,1618,6722,103.145
1234,1632,6743,108.192
1235,1611,6669,105.582
1236,1568,6556,103.838
1237,1519,6353,99.755
1238,1463,6051,95.354
1239,1389,5740,91.262
1240,1296,5449,86.151
1241,1204,5139,80.691
1242,1131,4862,75.272
1243,1067,4624,73.482
1244,998,4367,70.314
1245,937,4131,339.656
1246,899,3981,63.459
1247,874,3886,60.127
1248,846,3772,60.239
1249,811,3623,58.006
1250,773,3452,55.588
1251,737,3279,52.427
1252,703,3134,49.997
1253,665,3009,47.549
1254,618,2861,44.268
1255,565,2692,969.913
1256,512,2492,37.787
1257,456,2248,35.634
1258,390,1986,30.659
1259,321,1757,25.231
1260,263,1542,19.886
1261,214,1285,16.471
1262,166,1015,13.473
1263,126,837,9.745
1264,104,752,7.679
1265,98,714,6.745
1266,103,702,7.109
1267,119,716,7.452
1268,144,782,7.601
1269,170,907,9.618
1270,192,1025,10.389
1271,213,1080,12.565
1272,234,1098,12.802
1273,249,1124,13.094
1274,255,1145,14.173
1275,256,1145,13.931
1276,255,1130,14.011
1277,249,1106,14.288
1278,234,1073,14.141
1279,214,1028,12.609
1280,199,991,11.402
1281,193,991,11.621
1282,192,1025,11.11
1283,192,1033,11.344
1284,193,977,11.259
1285,199,910,10.826
1286,214,907,11.893
1287,234,966,11.948
1288,249,1024,11.826
1289,255,1045,13.369
1290,256,1053,12.97
1291,255,1068,12.627
1292,249,1084,12.936
1293,234,1070,13.188
1294,214,1024,12.332
1295,199,983,11.589
1296,193,963,11.455
1297,193,942,10.855
1298,199,969,10.285
1299,215,1111,10.921
1300,242,1323,13.128
1301,278,1507,15.894
1302,321,1676,18.134
1303,368,1926,22.16
1304,416,2234,25.404
1305,465,2539,29.579
1306,518,2848,33.591
1307,575,3202,38.646
1308,626,3525,44.458
1309,660,3744,48.929
1310,683,3920,52.066
1311,709,4111,54.743
1312,732,4234,56.727
1313,732,4213,57.919
1314,708,4084,56.677
1315,678,3898,53.868
1316,650,3659,50.175
1317,616,3383,45.888
1318,569,3099,42.414
1319,512,2783,38.192
1320,454,2437,33.192
1321,399,2107,29.807
1322,341,1808,25.933
1323,279,1521,21.054
1324,228,1297,17.209
1325,201,1206,13.542
1326,193,1187,12.736
1327,192,1147,13.687
1328,193,1099,12.654
1329,199,1099,11.536
1330,214,1155,12.189
1331,234,1225,14.561
1332,249,1275,14.555
1333,255,1310,15.406
1334,256,1330,16.033
1335,255,1326,15.543
1336,249,1316,15.921
1337,234,1317,15.936
1338,213,1306,14.778
1339,192,1230,14.703
1340,170,1094,13.038
1341,144,956,488.265
1342,119,875,10.029
1343,103,848,10.109
1344,98,835,8.721
1345,103,819,9.027
1346,119,815,8.991
1347,144,867,9.488
1348,170,995,10.828
1349,192,1130,12.492
1350,213,1205,13.951
1351,234,1240,15.644
1352,249,1273,17.097
1353,255,1286,17.718
1354,256,1276,17.081
1355,255,1263,16.834
1356,249,1249,16.588
1357,234,1225,17.043
1358,214,1206,16.004
1359,199,1201,15.004
1360,193,1219,14.115
1361,192,1249,13.539
1362,192,1248,13.898
1363,193,1210,13.937
1364,199,1185,12.163
1365,214,1216,12.184
1366,234,1278,13.761
1367,249,1323,14.808
1368,255,1352,15.254
1369,256,1366,15.927
1370,255,1358,16
1371,249,1347,15.513
1372,234,1336,15.75
1373,214,1315,15.383
1374,199,1273,14.688
1375,193,1236,14.472
1376,193,1212,13.763
1377,199,1230,12.956
1378,216,1329,13.204
1379,249,1505,15.311
1380,302,1747,17.397
1381,376,2052,21.756
1382,464,2430,26.812
1383,556,2850,32.542
1384,654,3312,38.714
1385,771,3843,46.492
1386,907,4418,54.923
1387,1043,4991,65.199
1388,1171,5563,76.497
1389,1312,6176,88.054
1390,1488,6844,99.699
1391,1691,7562,112.31
1392,1900,8334,130.83
1393,2121,9185,148.099
1394,2388,10164,165.456
1395,2720,11257,186.389
1396,3101,12456,215.549
1397,3512,13817,242.153
1398,3965,15337,272.315
1399,4493,17035,306.551
1400,5102,18904,344.877
1401,5751,20864,609.772
1402,6401,22860,432.766
1403,7063,24946,469.937
1404,7757,27114,520.214
1405,8443,29164,567.075
1406,9049,30984,612.027
1407,9560,32738,653.32
1408,10020,34408,689.914
1409,10435,35750,718.148
1410,10758,36806,739.076
1411,10982,37880,1720.42
1412,11156,38783,777.798
1413,11313,39226,789.263
1414,11452,39546,1776.03
1415,11572,39940,789.066
1416,11677,40195,803.623
1417,11781,40179,2293.79
1418,11908,40076,807.788
1419,12049,39990,817.634
1420,12154,39763,826.199
1421,12193,39413,828.766
1422,12185,38996,828.117
1423,12137,38394,832.846
1424,11993,37530,861.434
1425,11705,36533,800.262
1426,11310,35561,788.193
1427,10861,34436,765.392
1428,10357,32993,740.317
1429,9788,31440,705.582
1430,9173,30177,667.307
1431,8558,28983,658.214
1432,7996,27513,603.607
1433,7489,26078,573.639
1434,7007,24908,548.225
1435,6580,23847,1512.35
1436,6250,22796,482.292
1437,5988,21838,459.349
1438,5766,20948,445.108
1439,5593,20173,427.848
1440,5459,19514,411.632
1441,5345,18996,402.411
1442,5246,18511,393.695
1443,5148,17970,382.811
1444,5027,17488,376.198
1445,4874,17156,890.481
1446,4706,16678,355.941
1447,4546,16047,341.57
1448,4379,15499,324.153
1449,4187,15093,312.244
1450,4007,14666,299.985
1451,3862,14127,1226.84
1452,3733,13587,274.183
1453,3628,13265,753.395
1454,3569,13072,253.845
1455,3547,12811,248.042
1456,3549,12547,246.878
1457,3583,12363,239.925
1458,3654,12306,240.486
1459,3745,12321,240.443
1460,3834,12407,381.661
1461,3924,12570,242.589
1462,4027,12762,246.674
1463,4121,12970,250.836
1464,4178,13140,258.078
1465,4209,13412,261.469
1466,4234,13688,265.561
1467,4252,13839,268.36
1468,4254,13964,269.302
1469,4241,14165,274.695
1470,4232,14352,273.981
1471,4244,14549,274.216
1472,4275,14790,276.286
1473,4322,14980,281.833
1474,4390,15114,288.204
1475,4479,15437,289.537
1476,4583,15895,297.552
1477,4697,16219,307.733
1478,4810,16539,315.32
1479,4907,17030,321.964
1480,4983,17573,333.26
1481,5045,17929,344.454
1482,5102,18289,350.778
1483,5143,18784,357.143
1484,5150,19060,363.769
1485,5137,19041,365.89
1486,5134,19067,366.067
1487,5142,19169,362.615
1488,5139,18980,666.799
1489,5123,18638,359.174
1490,5110,18471,353.921
1491,5098,18247,349.283
1492,5065,17692,343.719
1493,4994,17200,332.872
1494,4885,16865,325.098
1495,4749,16407,317.311
1496,4597,15711,308.322
1497,4434,15100,293.023
1498,4255,14615,281.321
1499,4054,13893,268.03
1500,3852,13056,251.948
1501,3676,12407,237.156
1502,3513,11798,225.418
1503,3341,11003,212.246
1504,3177,10261,197.24
1505,3049,9738,181.38
1506,2949,9219,172.394
1507,2841,8641,162.019
1508,2706,8162,151.485
1509,2560,7742,143.13
1510,2417,7240,134.805
1511,2268,6695,126.835
1512,2105,6273,115.276
1513,1934,5986,122.197
1514,1775,5680,99.627
1515,1646,5347,93.42
1516,1540,5072,87.701
1517,1449,4914,82.663
1518,1388,4827,77.406
1519,1364,4778,76.419
1520,1363,4742,75.635
1521,1375,4701,75.583
1522,1396,4712,76.465
1523,1423,4772,76.714
1524,1458,4835,78.118
1525,1500,4865,81.662
1526,1541,4861,82.716
1527,1567,4910,83.459
1528,1567,5016,83.381
1529,1549,5079,86.922
1530,1526,5062,86.074
1531,1496,5046,85.744
1532,1459,5078,83.601
1533,1427,5104,84.453
1534,1406,5062,84.142
1535,1398,4964,82.126
1536,1408,4948,81.432
1537,1435,4993,81.086
1538,1473,5070,82.57
1539,1516,5174,84.671
1540,1564,5249,87.125
1541,1619,5260,88.181
1542,1667,5296,89.135
1543,1693,5413,90.313
1544,1707,5492,91.743
1545,1722,5449,93.034
1546,1730,5382,92.915
1547,1720,5402,91.935
1548,1697,5504,92.229
1549,1678,5582,94.063
1550,1678,5633,94.924
1551,1702,5755,94.67
1552,1756,6011,95.1
1553,1852,6355,102.244
1554,1991,6784,105.036
1555,2166,7317,113.161
1556,2375,7882,122.798
1557,2607,8529,132.945
1558,2846,9260,147.073
1559,3092,10016,160.507
1560,3347,10694,174.45
1561,3594,11302,192.27
1562,3805,11961,203.055
1563,3965,12643,212.289
1564,4086,13219,218.997
1565,4186,13658,225.956
1566,4256,14030,1208.61
1567,4286,14359,236.893
1568,4302,14612,240.973
1569,4331,14776,244.631
1570,4378,14925,251.791
1571,4449,15130,253.103
1572,4553,15345,262.566
1573,4694,15618,269.97
1574,4879,15986,280.322
1575,5110,16350,294.523
1576,5363,16731,308.137
1577,5597,17159,318.91
1578,5791,17533,478.148
1579,5960,17808,347.342
1580,6101,17989,350.207
1581,6173,18043,354.507
1582,6168,17987,355.324
1583,6117,17807,350.267
1584,6031,17507,349.629
1585,5898,17116,343.053
1586,5711,16722,334.855
1587,5485,16217,323.474
1588,5260,15614,584.945
1589,5062,15049,303.428
1590,4876,14596,288.556
1591,4692,14084,280.03
1592,4527,13556,270.253
1593,4390,13043,258.331
1594,4275,12579,249.885
1595,4159,12107,239.583
1596,4016,11584,229.429
1597,3856,10996,224.756
1598,3697,10450,207.345
1599,3532,9888,198.907
1600,3349,9339,188.668
1601,3142,8859,178.334
1602,2921,8346,166.019
1603,2705,7773,157.126
1604,2485,7234,144.49
1605,2243,6735,133.252
1606,2007,6249,120.812
1607,1811,5734,109.073
1608,1636,5193,99.585
1609,1467,4691,88.141
1610,1320,4249,80.375
1611,1198,3865,69.102
1612,1100,3542,61.297
1613,1027,3305,57.102
1614,971,3104,53.087
1615,924,2943,49.046
1616,879,2841,46.299
1617,835,2701,43.464
1618,795,2510,122.178
1619,751,2343,37.49
1620,701,2233,34.785
1621,659,2112,32.473
1622,625,1947,30.311
1623,590,1775,28.071
1624,558,1645,25.537
1625,534,1593,23.953
1626,519,1565,22.057
1627,514,1545,21.863
1628,519,1541,20.881
1629,534,1564,21.853
1630,555,1598,21.392
1631,577,1600,22.258
1632,604,1596,21.967
1633,639,1598,22.459
1634,671,1629,22.816
1635,690,1654,23.676
1636,698,1645,24.617
1637,698,1642,24.98
1638,690,1633,24.047
1639,672,1624,24.403
1640,645,1615,23.638
1641,620,1590,22.605
1642,604,1590,21.956
1643,592,1614,21.819
1644,583,1641,21.264
1645,585,1666,21.275
1646,606,1732,21.842
1647,649,1863,23.285
1648,709,2026,25.019
1649,774,2213,29.096
1650,836,2423,31.574
1651,896,2637,35.043
1652,957,2892,38.68
1653,1022,3180,42.775
1654,1091,3479,48.043
1655,1159,3794,53.5
1656,1224,4089,57.382
1657,1290,4333,62.07
1658,1357,4537,65.537
1659,1414,4711,69.869
1660,1455,4874,72.216
1661,1488,4956,74.575
1662,1520,4977,74.046
1663,1550,4979,73.856
1664,1572,4946,74.785
1665,1580,4937,74.875
1666,1573,4900,74.128
1667,1554,4837,73.634
1668,1524,4706,73.77
1669,1477,4559,71.512
1670,1413,4409,69.024
1671,1352,4232,64.265
1672,1311,4145,61.885
1673,1281,4066,619.213
1674,1242,3930,60.787
1675,1189,3745,57.003
1676,1138,3521,52.743
1677,1099,3304,49.29
1678,1060,3104,49.584
1679,1011,2929,44.88
1680,955,2754,192.684
1681,897,2570,39.504
1682,840,2403,36.359
1683,779,2244,34.211
1684,710,2138,254.439
1685,648,2052,30.035
1686,605,1936,27.745
1687,570,1850,25.722
1688,533,1776,24.487
1689,499,1736,23.05
1690,477,1741,22.465
1691,473,1758,21.88
1692,486,1753,23.253
1693,508,1737,23.173
1694,532,1773,24.035
1695,554,1860,24.398
1696,572,1913,26.058
1697,587,1933,26.735
1698,595,1983,27.614
1699,593,2049,28.817
1700,588,2058,28.852
1701,581,2009,28.886
1702,568,1936,28.509
1703,551,1907,27.682
1704,533,1916,28.058
1705,519,1910,27.332
1706,514,1876,27.03
1707,519,1881,26.816
1708,534,1912,26.7
1709,555,1959,27.616
1710,577,1996,27.592
1711,604,1991,29.036
1712,639,1976,28.904
1713,671,1973,29.98
1714,690,2021,30.499
1715,698,2044,30.77
1716,698,2034,31.692
1717,690,2014,30.951
1718,672,1972,30.196
1719,645,1955,29.672
1720,620,1955,28.402
1721,604,1949,27.902
1722,592,1986,27.34
1723,583,1993,27.384
1724,585,1997,26.511
1725,607,2082,26.375
1726,656,2243,28.458
1727,733,2443,31.534
1728,830,2687,35.234
1729,938,3010,40.061
1730,1054,3345,45.261
1731,1183,3710,51.585
1732,1334,4186,58.51
1733,1504,4743,68.062
1734,1684,5316,79.701
1735,1880,5897,89.134
1736,2103,6522,101.061
1737,2348,7204,115.205
1738,2597,7927,129.318
1739,2841,8695,144.386
1740,3089,9473,161.643
1741,3346,10215,175.435
1742,3592,10877,188.941
1743,3805,11459,201.919
1744,3982,11970,210.842
1745,4123,12393,218.237
1746,4233,12753,226.394
1747,4318,13005,232.259
1748,4366,13151,238.792
1749,4374,13185,237.113
1750,4370,13172,239.695
1751,4370,13136,234.467
1752,4356,13047,237.76
1753,4319,12869,242.228
1754,4275,12669,839.887
1755,4243,12514,231.673
1756,4226,12333,229.518
1757,4201,12230,229.792
1758,4156,12230,232.545
1759,4113,12190,230.288
1760,4079,12153,227.795
1761,4041,12088,228.52
1762,3998,12022,226.671
1763,3949,12024,225.895
1764,3898,11983,226.146
1765,3859,11822,225.281
1766,3823,11628,224.594
1767,3766,11409,218.22
1768,3690,11137,210.613
1769,3610,10739,207.495
1770,3523,10271,197.372
1771,3413,9875,192.215
1772,3265,9420,181.728
1773,3088,8902,171.857
1774,2909,8396,164.398
1775,2732,7892,155.806
1776,2549,7431,144.977
1777,2366,7080,218.762
1778,2196,6772,127.089
1779,2052,6417,120.86
1780,1931,6141,113.944
1781,1819,5941,105.95
1782,1728,5701,100.432
1783,1674,5428,95.688
1784,1638,5188,92.302
1785,1604,5012,88.578
1786,1571,4857,85.979
1787,1536,4720,357.809
1788,1509,4626,83.166
1789,1493,4569,81.943
1790,1476,4484,80.067
1791,1455,4387,77.091
1792,1429,4301,73.938
1793,1399,4164,73.354
1794,1373,4021,1143.5
1795,1347,3868,625.29
1796,1316,3749,67.048
1797,1292,3671,63.664
1798,1274,3554,62.06
1799,1248,3405,60.881
1800,1219,3296,58.015
1801,1194,3268,56.549
1802,1171,3225,56.11
1803,1155,3182,55.731
1804,1148,3192,54.853
1805,1147,3182,54.971
1806,1154,3213,53.809
1807,1172,3292,53.921
1808,1208,3383,54.602
1809,1267,3501,56.087
1810,1338,3643,57.265
1811,1407,3838,60.086
1812,1470,4019,65.665
1813,1522,4146,68.282
1814,1556,4285,93.994
1815,1571,4441,73.61
1816,1566,4564,75.348
1817,1545,4592,76.067
1818,1517,4585,76.253
1819,1478,4583,75.917
1820,1421,4486,75.311
1821,1353,4305,72.816
1822,1289,4161,68.051
1823,1238,3989,66.31
1824,1197,3733,63.53
1825,1162,3518,60.384
1826,1132,3406,56.876
1827,1103,3287,54.128
1828,1071,3136,50.088
1829,1032,3024,48.211
1830,981,2939,46.641
1831,919,2828,45.248
1832,854,2679,42.672
1833,794,2523,39.566
1834,737,2367,38.1
1835,677,2182,36.746
1836,621,2044,33.167
1837,578,1934,35.988
1838,546,1789,28.648
1839,524,1662,25.999
1840,513,1557,24.181
1841,507,1460,22.504
1842,499,1393,20.697
1843,486,1335,19.518
1844,467,1292,19.143
1845,443,1266,17.725
1846,418,1250,17.658
1847,402,1234,17
1848,401,1222,16.428
1849,403,1217,16.863
1850,393,1201,15.617
1851,374,1148,15.024
1852,359,1054,14.316
1853,352,963,11.952
1854,346,901,10.964
1855,335,844,10.772
1856,319,771,9.928
1857,298,697,8.66
1858,270,623,7.946
1859,234,532,6.846
1860,193,445,5.566
1861,156,376,4.688
1862,129,315,3.642
1863,107,265,2.822
1864,86,241,2.377
1865,72,241,1.995
1866,72,254,1.806
1867,86,274,2.103
1868,106,277,2.541
1869,121,259,2.822
1870,127,251,2.817
1871,128,256,2.835
1872,128,268,2.858
1873,128,288,3.065
1874,128,319,3.326
1875,128,343,3.435
1876,127,346,3.521
1877,121,324,3.415
1878,106,280,2.876
1879,85,238,2.643
1880,65,218,2.192
1881,49,213,1.858
1882,38,203,1.865
1883,34,189,1.771
1884,38,196,1.713
1885,49,229,1.888
1886,65,265,2.262
1887,85,285,2.713
1888,106,305,2.858
1889,121,348,3.315
1890,127,396,3.878
1891,128,409,4.308
1892,128,382,4.584
1893,128,340,4.476
1894,128,301,3.882
1895,128,280,3.505
1896,127,277,3.418
1897,121,292,3.51
1898,106,316,3.586
1899,86,324,3.405
1900,72,297,2.796
1901,72,265,2.305
1902,86,266,2.243
1903,106,275,2.573
1904,121,266,2.976
1905,127,258,3.002
1906,128,260,3.15
1907,128,272,3.155
1908,128,295,3.332
1909,128,326,3.58
1910,128,347,3.733
1911,127,347,3.755
1912,121,323,3.636
1913,106,283,3.181
1914,86,255,2.698
1915,72,258,2.461
1916,72,283,2.556
1917,87,309,2.865
1918,113,344,3.142
1919,144,405,3.793
1920,177,497,5.147
1921,215,601,6.332
1922,263,709,7.733
1923,320,831,9.343
1924,378,952,11.069
1925,432,1068,13.159
1926,483,1178,15.169
1927,526,1261,16.448
1928,551,1336,18.157
1929,560,1402,19.252
1930,568,1441,19.524
1931,589,1509,58.075
1932,626,1631,23.157
1933,670,1777,26.609
1934,709,1939,29.095
1935,741,2083,31.837
1936,773,2230,34.058
1937,803,2360,35.459
1938,818,2452,36.645
1939,816,2489,39.298
1940,812,2486,39.31
1941,815,2446,37.863
1942,814,2332,37.855
1943,795,2185,36.353
1944,756,2054,34.763
1945,704,1932,32.785
1946,649,1817,30.124
1947,594,1726,27.773
1948,540,1648,25.476
1949,500,1569,23.372
1950,482,1517,22.545
1951,473,1499,21.845
1952,458,1463,21.548
1953,437,1406,20.595
1954,417,1368,19.374
1955,401,1359,19.476
1956,388,1364,18.513
1957,374,1337,19.444
1958,356,1269,17.962
1959,336,1199,17.331
1960,315,1140,16.222
1961,291,1092,14.296
1962,262,1039,13.728
1963,229,979,13.272
1964,197,880,11.046
1965,165,727,9.694
1966,128,562,7.526
1967,92,433,6.21
1968,66,350,4.095
1969,49,293,3.106
1970,38,248,2.482
1971,34,230,2.18
1972,38,240,2.14
1973,49,257,2.245
1974,65,272,2.539
1975,85,286,2.83
1976,106,318,3.097
1977,121,373,3.515
1978,127,418,4.223
1979,128,432,4.75
1980,128,414,5.315
1981,128,380,4.575
1982,128,342,4.186
1983,128,318,3.768
1984,127,316,3.721
1985,121,331,3.822
1986,106,347,4.005
1987,86,341,3.788
1988,72,301,3.056
1989,72,271,2.496
1990,86,272,2.424
1991,106,289,2.852
1992,121,297,3.505
1993,127,291,3.377
1994,128,290,3.247
1995,128,308,3.265
1996,128,338,3.586
1997,128,358,4.008
1998,128,364,3.976
1999,127,357,3.937
2000,121,325,3.754
2001,106,280,3.387
2002,86,252,2.794
2003,72,257,2.538
2004,72,287,2.73
2005,87,321,3.28
2006,113,378,3.583
2007,143,477,4.344
2008,170,587,5.59
2009,191,697,6.893
2010,208,793,8.199
2011,225,868,9.319
2012,246,931,10.805
2013,274,1021,11.993
2014,310,1152,13.118
2015,350,1298,15.819
2016,380,1435,18.965
2017,386,1514,19.887
2018,373,1506,20.743
2019,359,1413,19.178
2020,352,1297,17.506
2021,346,1208,16.362
2022,335,1132,14.397
2023,319,1056,13.648
2024,298,984,13.036
2025,270,885,11.247
2026,234,742,10.152
2027,193,600,8.267
2028,156,486,6.762
2029,129,401,4.819
2030,107,340,3.939
2031,86,305,3.269
2032,72,296,2.889
2033,72,328,2.655
2034,86,378,3.081
2035,106,398,3.913
2036,121,382,4.305
2037,127,361,4.197
2038,128,357,4.257
2039,128,378,4.178
2040,128,418,5.122
2041,128,463,6.306
2042,128,484,6.727
2043,127,472,5.634
2044,121,424,4.89
2045,106,363,4.342
2046,85,325,3.687
2047,65,307,3.418
2048,49,288,3.217
2049,38,268,2.662
2050,34,255,2.434
2051,38,272,2.421
2052,49,319,2.672
2053,65,371,3.263
2054,85,403,3.81
2055,106,436,4.307
2056,121,502,4.963
2057,127,564,5.834
2058,128,580,6.475
2059,128,557,7.134
2060,128,515,6.638
2061,128,471,5.904
2062,128,449,5.399
2063,127,454,5.138
2064,121,472,5.342
2065,106,479,5.427
2066,86,456,5.433
2067,72,402,4.841
2068,72,370,3.744
2069,86,387,3.507
2070,106,401,3.946
2071,121,393,4.373
2072,127,377,4.359
2073,128,370,4.233
2074,128,388,4.21
2075,128,428,4.47
2076,128,470,5.107
2077,128,491,5.777
2078,127,477,5.851
2079,121,428,5.166
2080,106,365,4.522
2081,86,339,3.761
2082,72,360,3.421
2083,72,403,3.768
2084,87,449,4.024
2085,113,508,4.543
2086,144,615,5.508
2087,177,757,7.646
2088,215,920,9.421
2089,263,1097,11.661
2090,320,1279,14.555
2091,379,1457,17.71
2092,439,1639,19.981
2093,508,1851,23.601
2094,587,2086,27.277
2095,664,2314,32.509
2096,732,2522,37.155
2097,804,2743,41.167
2098,901,3027,46.086
2099,1027,3362,51.973
2100,1168,3769,60.094
2101,1316,4200,68.205
2102,1480,4665,74.847
2103,1666,5170,85.854
2104,1860,5702,253.131
2105,2043,6254,107.752
2106,2214,6816,119.584
2107,2392,7403,129.624
2108,2587,8012,229.578
2109,2785,8593,152.276
2110,2978,9114,165.03
2111,3173,9630,176.501
2112,3372,10190,185.676
2113,3574,10739,197.591
2114,3775,11281,208.38
2115,3955,11792,222.685
2116,4102,12189,228.268
2117,4234,12472,237.874
2118,4352,12667,1286.19
2119,4417,12741,250.703
2120,4410,12630,253.522
2121,4356,12397,250.047
2122,4271,12100,814.02
2123,4138,11707,237.074
2124,3947,11238,225.476
2125,3718,10808,218.768
2126,3480,10310,205.63
2127,3252,9736,194.363
2128,3032,9225,181.055
2129,2812,8849,169.043
2130,2611,8471,161.411
2131,2453,8078,150.52
2132,2327,7768,144.351
2133,2212,7534,140.399
2134,2116,7282,135.487
2135,2052,7061,133.53
2136,2009,6868,126.938
2137,1972,6634,124.824
2138,1929,6371,642.848
2139,1871,6169,118.202
2140,1804,6003,114.302
2141,1734,5820,110.328
2142,1657,5550,105.049
2143,1565,5225,99.996
2144,1458,4936,92.087
2145,1355,4668,86.845
2146,1265,4337,79.119
2147,1171,3991,73.206
2148,1073,3772,67.312
2149,997,3622,62.287
2150,950,3424,58.431
2151,924,3215,58.326
2152,924,3070,52.045
2153,951,3017,50.448
2154,992,3032,50.434
2155,1035,3048,50.786
2156,1077,3058,51.743
2157,1118,3101,52.695
2158,1151,3166,604.837
2159,1172,3177,55.285
2160,1191,3147,55.48
2161,1214,3108,54.739
2162,1228,3063,54.637
2163,1218,3043,54.294
2164,1188,3034,53.629
2165,1155,3030,52.724
2166,1131,3018,52.298
2167,1118,3008,51.666
2168,1118,3036,50.878
2169,1138,3095,50.269
2170,1175,3182,51.536
2171,1214,3306,53.987
2172,1246,3373,55.501
2173,1271,3398,56.613
2174,1296,3466,57.739
2175,1331,3564,59.26
2176,1374,3671,61.292
2177,1409,3792,64.568
2178,1420,3877,66.458
2179,1405,3955,67.092
2180,1377,4025,67.674
2181,1348,4050,67.944
2182,1322,4057,68.175
2183,1308,4112,67.881
2184,1320,4240,69.682
2185,1362,4359,71.468
2186,1423,4454,74.989
2187,1484,4607,79.949
2188,1535,4802,80.807
2189,1578,4911,84.064
2190,1615,4941,86.111
2191,1646,4935,85.976
2192,1668,4919,86.752
2193,1675,4879,84.862
2194,1662,4822,85.283
2195,1628,4773,84.064
2196,1576,4651,82.649
2197,1503,4437,79.269
2198,1408,4173,75.706
2199,1314,3892,71.58
2200,1242,3609,64.557
2201,1180,3334,60.264
2202,1109,3107,56.035
2203,1031,2867,50.811
2204,963,2617,46.405
2205,913,2400,42.665
2206,869,2213,38.994
2207,819,2037,35.357
2208,763,1874,32.192
2209,705,1741,28.967
2210,649,1610,26.57
2211,594,1490,24.538
2212,540,1424,21.85
2213,500,1380,20.464
2214,482,1327,19.251
2215,473,1284,18.391
2216,458,1244,18.574
2217,437,1203,16.981
2218,418,1191,16.411
2219,407,1200,16.615
2220,404,1196,16.55
2221,402,1169,17.109
2222,398,1174,16.425
2223,396,1189,15.831
2224,397,1195,16.585
2225,401,1191,15.903
2226,404,1226,16.455
2227,401,1300,17.634
2228,396,1366,17.337
2229,389,1383,29.891
2230,377,1361,18.393
2231,366,1346,17.996
2232,363,1338,18.043
2233,370,1342,17.279
2234,384,1360,18.257
2235,399,1398,17.989
2236,410,1461,19.288
2237,415,1528,19.831
2238,418,1556,20.074
2239,429,1549,20.596
2240,453,1530,20.005
2241,480,1507,20.68
2242,498,1512,20.319
2243,506,1514,21.073
2244,506,1497,21.235
2245,499,1466,21.024
2246,487,1434,20.973
2247,475,1456,20.252
2248,471,1475,20.518
2249,474,1481,19.894
2250,472,1473,21.461
2251,458,1414,19.755
2252,438,1327,19.283
2253,425,1287,17.492
2254,430,1329,42.182
2255,454,1390,18.728
2256,487,1439,19.822
2257,521,1532,20.163
2258,557,1650,22.339
2259,599,1798,23.662
2260,651,1993,26.974
2261,713,2218,29.819
2262,784,2481,33.928
2263,868,2742,38.446
2264,962,3000,42.237
2265,1049,3258,46.493
2266,1117,3490,50.493
2267,1172,3711,53.696
2268,1225,3889,57.908
2269,1283,4014,59.597
2270,1347,4128,62.122
2271,1408,4222,64.924
2272,1456,4283,65.839
2273,1489,4320,68.908
2274,1508,4331,68.221
2275,1510,4289,68.235
2276,1490,4194,69.488
2277,1452,4100,67.44
2278,1413,4018,65.618
2279,1382,3930,66.434
2280,1348,3834,62.561
2281,1306,3735,61.228
2282,1267,3626,59.816
2283,1242,3513,58.742
2284,1236,3444,58.268
2285,1242,3447,57.64
2286,1251,3511,57.987
2287,1269,3569,58.458
2288,1302,3655,59.837
2289,1340,3740,60.847
2290,1363,3764,61.805
2291,1361,3739,62.856
2292,1343,3674,61.748
2293,1316,3550,60.621
2294,1275,3368,60.423
2295,1214,3153,56.547
2296,1134,2941,53.142
2297,1045,2718,49.34
2298,956,2500,45.732
2299,866,2322,42.886
2300,773,2146,38.596
2301,689,1994,34.596
2302,627,1839,31.601
2303,576,1672,29.503
2304,522,1499,25.806
2305,472,1336,23.175
2306,434,1205,20.011
2307,407,1112,18.346
2308,389,1044,15.743
2309,374,973,14.794
2310,356,903,14.278
2311,336,844,12.258
2312,315,800,11.052
2313,291,767,11.049
2314,262,735,10.061
2315,229,698,9.096
2316,197,631,8.385
2317,165,525,6.992
2318,128,409,5.789
2319,92,318,4.37
2320,66,258,3.113
2321,49,216,2.352
2322,38,186,1.933
2323,34,177,1.745
2324,38,191,1.755
2325,49,204,1.788
2326,65,204,1.879
2327,85,220,2.097
2328,106,265,2.315
2329,121,313,2.763
2330,127,339,3.189
2331,128,337,3.416
2332,128,312,3.517
2333,128,282,3.362
2334,128,263,3.338
2335,128,250,3.068
2336,127,243,2.849
