step,size,zdd,time
1270,64,233,2.235
1271,64,248,2.42
1272,64,251,2.495
1273,64,241,2.416
1274,64,224,2.257
1275,64,217,2.113
1276,63,211,1.97
1277,58,201,1.953
1278,48,183,1.918
1279,38,158,1.71
1280,34,141,1.53
1281,38,150,1.348
1282,48,176,1.389
1283,58,200,1.631
1284,63,215,1.886
1285,64,216,2.074
1286,64,225,2.079
1287,64,242,2.192
1288,64,252,2.327
1289,64,250,2.389
1290,64,238,2.435
1291,63,219,2.469
1292,58,190,2.282
1293,48,159,1.957
1294,38,140,1.615
1295,34,137,1.39
1296,38,145,1.251
1297,49,166,1.218
1298,64,204,1.428
1299,79,246,2.049
1300,91,281,2.699
1301,100,312,3.176
1302,108,338,3.591
1303,117,366,3.836
1304,129,396,4.158
1305,145,444,4.602
1306,165,499,5.234
1307,185,539,6.199
1308,195,569,6.983
1309,191,598,7.696
1310,182,605,8.006
1311,177,595,7.445
1312,175,611,6.901
1313,171,621,6.854
1314,164,611,6.616
1315,155,576,6.309
1316,143,544,6.078
1317,127,496,5.385
1318,107,421,4.403
1319,86,351,3.45
1320,70,296,2.463
1321,59,251,1.874
1322,48,211,1.533
1323,38,177,1.416
1324,34,163,1.392
1325,38,179,1.447
1326,48,214,1.64
1327,58,235,1.9
1328,63,243,2.081
1329,64,242,2.175
1330,64,249,2.177
1331,64,262,2.28
1332,64,265,2.308
1333,64,255,2.446
1334,64,239,2.637
1335,63,219,2.198
1336,58,197,2.072
1337,48,180,1.812
1338,37,166,1.626
1339,28,148,1.492
1340,21,131,1.295
1341,17,118,1.112
1342,17,120,0.992
1343,21,141,0.955
1344,28,164,1.079
1345,37,181,1.272
1346,48,196,1.44
1347,58,212,1.714
1348,63,229,1.977
1349,64,240,2.151
1350,64,249,2.209
1351,64,259,2.255
1352,64,262,2.366
1353,64,254,2.391
1354,64,254,2.253
1355,63,264,2.135
1356,58,269,2.197
1357,48,249,2.224
1358,38,209,1.995
1359,34,185,1.668
1360,38,200,1.411
1361,48,246,1.471
1362,58,277,1.777
1363,63,278,2.07
1364,64,267,2.165
1365,64,270,2.248
1366,64,282,2.348
1367,64,286,2.414
1368,64,281,2.344
1369,64,270,2.226
1370,63,252,2.235
1371,58,229,2.274
1372,48,197,1.901
1373,38,176,1.576
1374,34,171,1.343
1375,38,170,1.176
1376,49,193,1.048
1377,64,221,1.245
1378,80,255,1.649
1379,97,311,2.331
1380,118,381,3.069
1381,145,459,3.789
1382,175,537,4.599
1383,204,613,5.661
1384,235,703,6.616
1385,273,823,7.703
1386,314,960,8.935
1387,350,1072,11.364
1388,382,1149,12.68
1389,422,1227,13.7
1390,479,1360,15.437
1391,548,1532,17.278
1392,620,1720,19.056
1393,697,1939,22.029
1394,790,2220,24.603
1395,903,2554,29.456
1396,1030,2947,33.845
1397,1165,3389,39.964
1398
1399,Perfect!
